midx;midy;midz;chalcocite;bornite;recovery
-137.2712976;-109.5204686;2302.153711;0.002068452;0.010518194;89.98028049
-141.5658058;-109.5456261;2293.122844;0.001775734;0.005175902;89.97438031
-145.8603139;-109.5707835;2284.091976;0.002069343;0.698746287;90.76113526
-150.1548221;-109.5959409;2275.061109;0.001937596;0.521452219;90.98637978
-154.4493302;-109.6210984;2266.030242;0.003492881;1.031078812;92.00253686
-158.7438383;-109.6462558;2256.999374;0.002079817;0.641742564;91.1882363
-163.0383465;-109.6714132;2247.968507;0.001898543;0.637215327;91.26192608
19.42409297;-105.1430587;2546.883628;0.006737118;0.13353623;91.4755041
15.31438414;-105.0978049;2537.767255;0.012191788;0.110660427;90.68674985
11.20467532;-105.0525511;2528.650883;0.102346735;0.663878152;90.15178782
7.094966497;-105.0072972;2519.53451;0.004090047;0.242863384;91.4746592
2.985257673;-104.9620434;2510.418138;0.386472102;0.124208549;77.9724451
-1.124451151;-104.9167896;2501.301766;0.113197232;0.207173193;87.71684716
-5.234159975;-104.8715357;2492.185393;0.007073735;0.272800774;90.84298427
-9.343868799;-104.8262819;2483.069021;0.006010887;0.217495686;90.79988552
-13.45357762;-104.781028;2473.952649;0.035590382;0.109914484;89.27197475
-17.56328645;-104.7357742;2464.836276;0.065207177;0.242839725;89.07015487
-21.67299527;-104.6905204;2455.719904;0.018557773;0.083394725;89.77619019
-25.78270409;-104.6452665;2446.603531;0.020991174;0.002176725;88.75629392
-29.89241292;-104.6000127;2437.487159;0.00418733;0.00214431;88.92279214
-34.00212174;-104.5547588;2428.370787;0.003666263;0.004238174;89.01209418
-38.11183057;-104.509505;2419.254414;0.007898441;0.002164545;89.083141
-42.22153939;-104.4642512;2410.138042;0.006862444;0.002039044;89.30318234
57.06000007;-106.8618769;2540.748477;0.005584498;0.349878795;92.54700525
53.26404396;-106.8552166;2531.496955;0.006423792;0.26979595;92.01705418
49.46808786;-106.8485564;2522.245432;0.001150765;0.265084074;91.76043476
45.67213176;-106.8418962;2512.993909;0.001004433;0.22559557;92.05851445
41.87617566;-106.835236;2503.742386;0.046798391;0.148953715;87.93638108
38.08021956;-106.8285757;2494.490864;0.106007794;0.138529212;83.14739388
34.28426346;-106.8219155;2485.239341;0.052811378;0.167987951;87.4391011
30.48830736;-106.8152553;2475.987818;0.021262024;0.096706136;89.31973554
26.69235126;-106.808595;2466.736295;0.052467252;0.200315375;88.45598073
22.89639515;-106.8019348;2457.484773;0.009958236;0.604926448;92.05637887
19.10043905;-106.7952746;2448.23325;0.344174258;0.968025767;86.8138665
15.30448295;-106.7886144;2438.981727;0.402808024;0.555489437;83.29208679
11.50852685;-106.7819541;2429.730204;0.081990324;0.995568518;91.4310569
7.712570748;-106.7752939;2420.478682;0.003700505;0.467849177;91.90278695
3.916614647;-106.7686337;2411.227159;0.003455675;0.277168862;91.15451183
0.120658545;-106.7619735;2401.975636;0.034718208;0.121586482;89.53705076
-3.675297556;-106.7553132;2392.724114;0.003439484;0.011672628;89.9430039
-7.471253658;-106.748653;2383.472591;0.006378381;0.001912355;89.70493398
-11.26720976;-106.7419928;2374.221068;0.006968238;0.00203342;89.52941137
-15.06316586;-106.7353326;2364.969545;0.006328891;0.001826899;89.60916738
-18.85912196;-106.7286723;2355.718023;0.001978431;0.004703208;89.91827617
-22.65507806;-106.7220121;2346.4665;0.008433889;0.005139532;89.61920013
-26.45103416;-106.7153519;2337.214977;0.007743475;0.005099189;89.72420804
-30.24699027;-106.7086916;2327.963454;0.012834069;0.047851764;89.87194794
-34.04294637;-106.7020314;2318.711932;0.011001304;0.426530643;90.85692485
-37.83890247;-106.6953712;2309.460409;0.007956492;0.129326809;90.56381783
-41.63485857;-106.688711;2300.208886;0.10825593;0.373002594;87.99635108
-45.43081467;-106.6820507;2290.957363;0.035811495;0.944958351;91.86720636
-49.22677077;-106.6753905;2281.705841;0.011195964;1.909783609;92.82878135
-53.02272687;-106.6687303;2272.454318;0.052333457;0.553662339;90.76922065
-56.81868298;-106.6620701;2263.202795;0.002199439;0.011340079;89.91957338
-60.61463908;-106.6554098;2253.951272;0.002163456;0.005302825;89.92369818
-64.41059518;-106.6487496;2244.69975;0.001739265;0.00447568;89.95924054
-68.20655128;-106.6420894;2235.448227;0.001656694;0.004241914;89.96455961
91.48161911;-115.2973926;2538.960093;0.005157444;0.177871763;91.90809323
87.20613362;-115.3146978;2529.920185;0.00736195;0.276143782;91.23092594
82.93064812;-115.332003;2520.880278;0.018617174;0.391001544;91.51814321
78.65516263;-115.3493083;2511.840371;0.075299697;0.36576806;89.39579417
74.37967714;-115.3666135;2502.800463;0.006112478;0.014603949;88.89356014
70.10419165;-115.3839188;2493.760556;0.028036867;0.081071478;87.8721209
65.82870616;-115.401224;2484.720649;0.117786524;0.030027399;76.7100151
61.55322067;-115.4185293;2475.680741;0.051289278;0.068091747;86.19803745
57.27773518;-115.4358345;2466.640834;0.035121785;0.103120425;88.33141162
53.00224969;-115.4531398;2457.600927;0.002047693;0.302705173;92.38624267
48.7267642;-115.470445;2448.561019;0.014857027;0.284976004;91.52086758
44.45127871;-115.4877502;2439.521112;0.456612521;0.756994485;84.72959699
40.17579322;-115.5050555;2430.481205;0.039552109;0.601847576;91.07830352
35.90030773;-115.5223607;2421.441298;0.003670658;0.681928271;91.16728202
31.62482224;-115.539666;2412.40139;0.003085902;0.389846642;90.92825436
27.34933675;-115.5569712;2403.361483;0.003396819;0.494944346;90.94756011
23.07385125;-115.5742765;2394.321576;0.003454197;0.284993004;90.71636627
18.79836576;-115.5915817;2385.281668;0.003612987;0.353507106;90.76220388
14.52288027;-115.608887;2376.241761;0.003023462;0.284666415;90.98738062
128.7236423;-116.9298471;2541.047246;0.000916846;0.061206712;90.89418245
124.2685432;-116.9130505;2532.094491;0.000492657;0.041724504;90.62093819
119.8134442;-116.8962539;2523.141737;0.000530817;0.064257208;91.09265348
115.3583451;-116.8794574;2514.188983;0.000486594;0.009240948;90.10370492
110.9032461;-116.8626608;2505.236228;0.000534143;0.000982094;89.88741934
106.448147;-116.8458642;2496.283474;0.001102874;0.047533705;90.82608463
101.993048;-116.8290676;2487.33072;0.006526903;0.15186588;91.89751361
97.53794894;-116.812271;2478.377965;0.237247942;0.702904245;87.39769194
93.08284988;-116.7954745;2469.425211;0.122153688;0.174299136;82.56856374
88.62775083;-116.7786779;2460.472457;0.279463159;0.410693661;84.12531704
84.17265178;-116.7618813;2451.519702;0.024320852;0.13506587;89.68681521
79.71755273;-116.7450847;2442.566948;0.072286005;0.762065378;90.67346461
75.26245368;-116.7282881;2433.614194;0.013425417;0.446335133;90.85656146
70.80735463;-116.7114916;2424.661439;0.026002754;0.482781503;91.42933365
66.35225557;-116.694695;2415.708685;0.003523733;0.521684151;91.10530557
61.89715652;-116.6778984;2406.755931;0.003190596;0.321591834;90.87769371
57.44205747;-116.6611018;2397.803176;0.003612103;0.479004825;91.08097324
52.98695842;-116.6443052;2388.850422;0.00375799;0.00218677;89.88444365
48.53185937;-116.6275087;2379.897667;0.003142923;0.00372555;89.85658401
44.07676032;-116.6107121;2370.944913;0.003753836;0.004348186;89.92338245
39.62166126;-116.5939155;2361.992159;0.003566456;0.077017458;90.09597754
35.16656221;-116.5771189;2353.039404;0.003428909;0.250633892;90.44695781
30.71146316;-116.5603223;2344.08665;0.001809063;0.020050642;89.99887801
26.25636411;-116.5435258;2335.133896;0.001691885;0.313220495;90.47812169
21.80126506;-116.5267292;2326.181141;0.00213928;0.296542115;90.68742609
17.34616601;-116.5099326;2317.228387;0.004004526;0.005349389;89.87901332
12.89106695;-116.493136;2308.275633;0.007739136;0.007191614;89.74051286
8.435967903;-116.4763394;2299.322878;0.004076868;0.005179529;89.82317667
3.980868851;-116.4595429;2290.370124;0.162558476;0.005220236;83.00436838
-0.4742302;-116.4427463;2281.41737;0.015889723;0.005034157;89.53546065
-4.929329252;-116.4259497;2272.464615;0.003823076;0.009658639;89.68421243
-9.384428304;-116.4091531;2263.511861;0.002333488;0.374420489;91.108465
-13.83952736;-116.3923565;2254.559107;0.002160201;0.274357707;90.90085614
-18.29462641;-116.37556;2245.606352;0.001855221;0.167142934;90.74002924
-22.74972546;-116.3587634;2236.653598;0.002097382;0.005524725;89.94512729
170.6324675;-109.7657066;2542.32665;0.001009582;0.000651071;89.59314469
166.4409125;-110.0607183;2533.252299;0.005727658;0.001019859;84.60128755
162.2493576;-110.35573;2524.177949;0.073683831;0.002170605;82.42217085
158.0578026;-110.6507417;2515.103598;0.006285606;0.005285723;89.57815629
153.8662476;-110.9457534;2506.029248;0.020990053;0.029109133;89.26504413
149.6746926;-111.2407652;2496.954898;0.032951144;0.305682594;90.49715721
145.4831377;-111.5357769;2487.880547;0.058596803;0.350992006;89.97720099
141.2915827;-111.8307886;2478.806197;0.093709815;0.121641481;87.70108126
137.1000277;-112.1258003;2469.731847;0.195495464;0.391315949;87.08161498
132.9084727;-112.420812;2460.657496;0.05075939;0.84146544;91.66212937
128.7169177;-112.7158237;2451.583146;0.004020316;0.323674682;91.52012125
124.5253628;-113.0108354;2442.508795;0.097746684;0.197947687;87.83711007
120.3338078;-113.3058471;2433.434445;0.080585975;0.01196834;87.07591012
116.1422528;-113.6008588;2424.360095;0.021468241;0.023725366;88.76933165
111.9506978;-113.8958706;2415.285744;0.003541736;0.004271637;89.81880175
107.7591428;-114.1908823;2406.211394;0.003316781;0.002025496;89.86439674
103.5675879;-114.485894;2397.137043;0.003539881;0.002186779;89.85607086
-114.0666979;-78.85460238;2547.26924;0.000521404;0.000519653;89.78557246
-118.9347397;-78.57893607;2538.538479;0.000562992;0.002245844;89.7102309
-123.8027816;-78.30326977;2529.807719;0.000485527;0.012748327;90.31966789
-128.6708234;-78.02760346;2521.076958;0.000479344;0.013303019;90.52350313
-133.5388652;-77.75193715;2512.346198;0.00047975;0.073930297;91.44503443
-138.406907;-77.47627084;2503.615438;0.000464835;0.037652694;90.65998846
-143.2749488;-77.20060454;2494.884677;0.000500635;0.01302343;90.16103029
-148.1429906;-76.92493823;2486.153917;0.000504731;0.000570766;89.83245192
-153.0110324;-76.64927192;2477.423156;0.000530257;0.006617072;90.12336711
-157.8790742;-76.37360561;2468.692396;0.000484805;0.000501151;89.77037298
-162.747116;-76.09793931;2459.961636;0.000483498;0.01481975;90.27777217
-167.6151578;-75.822273;2451.230875;0.000503037;0.085418507;91.22403734
-172.4831997;-75.54660669;2442.500115;0.003288937;0.357057217;91.17864132
-177.3512415;-75.27094038;2433.769355;0.003519107;0.259696037;91.41618094
-182.2192833;-74.99527408;2425.038594;0.003620246;0.004341674;89.91717984
-187.0873251;-74.71960777;2416.307834;0.003553392;0.099885509;90.33789982
-191.9553669;-74.44394146;2407.577073;0.003374715;0.093140156;90.43857222
-196.8234087;-74.16827515;2398.846313;0.007191569;0.512522364;93.26198847
-201.6914505;-73.89260885;2390.115553;0.344542007;0.338228815;78.72740375
-206.5594923;-73.61694254;2381.384792;0.219026298;0.360225318;82.62126928
-211.4275341;-73.34127623;2372.654032;0.041812905;0.196125769;88.9988154
-216.2955759;-73.06560992;2363.923271;0.277448865;0.273486746;78.38317901
-221.1636178;-72.78994361;2355.192511;0.138878794;1.307764148;91.37395045
-226.0316596;-72.51427731;2346.461751;0.412298803;1.251845407;86.3230218
-230.8997014;-72.238611;2337.73099;0.364850624;2.013070108;89.60188738
-235.7677432;-71.96294469;2329.00023;0.099374528;2.542616778;93.17455656
-240.635785;-71.68727838;2320.269469;0.004343667;2.01191835;93.24588842
-245.5038268;-71.41161208;2311.538709;0.029680914;3.101928377;93.95539247
-250.3718686;-71.13594577;2302.807949;0.023784038;1.939595705;93.23664449
-255.2399104;-70.86027946;2294.077188;0.257760012;0.871381512;88.12303968
-260.1079522;-70.58461315;2285.346428;0.022054204;1.009342974;92.45169668
-264.9759941;-70.30894685;2276.615667;0.021292335;1.190562775;93.30235321
-269.8440359;-70.03328054;2267.884907;0.097796199;1.351368745;92.15779804
-274.7120777;-69.75761423;2259.154147;0.01994643;0.086189409;89.76491062
-279.5801195;-69.48194792;2250.423386;0.004041558;0.023537086;89.9528149
-61.28863835;-70.47511511;2544.774524;0.003355082;0.00193636;89.74446715
-65.13569523;-70.17388144;2535.549048;0.003299525;0.002093268;89.80294205
-68.9827521;-69.87264777;2526.323571;0.006846689;0.00199371;89.43923141
-72.82980897;-69.5714141;2517.098095;0.003703352;0.002211601;89.84417548
-76.67686585;-69.27018043;2507.872619;0.044618827;0.002140181;88.07141068
-80.52392272;-68.96894676;2498.647143;0.003736341;0.004538526;89.90715808
-84.37097959;-68.6677131;2489.421666;0.003477927;0.061885193;90.13997849
-88.21803647;-68.36647943;2480.19619;0.043354607;0.407721072;90.44657876
-92.06509334;-68.06524576;2470.970714;0.260479089;0.744030477;87.98643543
-95.91215021;-67.76401209;2461.745238;0.003709118;0.64434883;92.59022078
-99.75920709;-67.46277842;2452.519761;0.030977266;0.440137107;91.53164988
-103.606264;-67.16154475;2443.294285;0.202939727;0.345359234;84.31224509
-107.4533208;-66.86031108;2434.068809;0.206679074;0.268834254;83.47291467
-111.3003777;-66.55907741;2424.843333;0.039200287;0.307908324;90.42168095
-115.1474346;-66.25784374;2415.617857;0.007186096;0.061644561;90.0923745
-118.9944915;-65.95661007;2406.39238;0.035868006;0.002591083;87.88124908
-122.8415483;-65.6553764;2397.166904;0.013455927;0.05155016;89.71417774
-126.6886052;-65.35414273;2387.941428;0.006946808;0.002095878;89.39399702
-130.5356621;-65.05290906;2378.715952;0.003447422;0.002376286;89.73800127
-134.382719;-64.75167539;2369.490475;0.003711547;0.02540648;89.98896911
-138.2297758;-64.45044172;2360.264999;0.00344964;0.025408228;90.00563305
-142.0768327;-64.14920805;2351.039523;0.001954633;1.01719926;92.08308431
-145.9238896;-63.84797438;2341.814047;0.001856274;0.739549408;92.07534499
-149.7709464;-63.54674071;2332.58857;0.001967616;1.124659453;92.02054063
-153.6180033;-63.24550704;2323.363094;0.001930408;1.247349096;92.12313468
-157.4650602;-62.94427337;2314.137618;0.002055071;1.435281575;91.83126198
-161.3121171;-62.6430397;2304.912142;0.002026376;2.276770602;92.70467961
-165.1591739;-62.34180603;2295.686666;0.003896001;3.986097469;93.26443116
-169.0062308;-62.04057236;2286.461189;0.004122178;2.841078893;92.84176818
-172.8532877;-61.73933869;2277.235713;0.011023316;2.897997212;93.07218451
-176.7003446;-61.43810502;2268.010237;0.019260537;2.272982048;92.1658261
-180.5474014;-61.13687135;2258.784761;0.230473437;3.082616871;91.83861708
-184.3944583;-60.83563768;2249.559284;0.028574448;1.996797491;92.45800863
-188.2415152;-60.53440401;2240.333808;0.002183496;1.008361589;91.4008334
-192.0885721;-60.23317034;2231.108332;0.004575788;0.479848462;91.41199352
-195.9356289;-59.93193667;2221.882856;0.00212;0.010383906;89.96685217
-199.7826858;-59.630703;2212.657379;0.001879181;0.005129895;89.95476675
-203.6297427;-59.32946933;2203.431903;0.00417582;0.005401231;89.82968123
-22.59343207;-69.91176595;2542.835743;0.074534704;0.380345768;89.48156025
-26.5952572;-69.86954974;2533.671485;0.111947189;0.043980557;82.89896693
-30.59708232;-69.82733353;2524.507228;0.328069482;0.041958156;73.13392641
-34.59890744;-69.78511731;2515.34297;0.007840802;0.002092133;87.93363238
-38.60073257;-69.7429011;2506.178713;0.007202069;0.00217377;89.47537387
-42.60255769;-69.70068489;2497.014456;0.003392013;0.001947298;89.88918792
-46.60438281;-69.65846867;2487.850198;0.006625164;0.001982159;89.66124271
-50.60620794;-69.61625246;2478.685941;0.006428931;0.001989868;89.73921735
-54.60803306;-69.57403625;2469.521684;0.032519955;0.007764964;88.60093919
-58.60985818;-69.53182004;2460.357426;0.361610995;0.342707717;83.3860557
-62.61168331;-69.48960382;2451.193169;0.07648023;0.034844639;87.54269164
-66.61350843;-69.44738761;2442.028911;0.012655448;0.001989679;89.09832817
-70.61533355;-69.4051714;2432.864654;0.01296991;0.002144219;88.55934764
-74.61715868;-69.36295518;2423.700397;0.004006268;0.00214976;89.57363459
-78.6189838;-69.32073897;2414.536139;0.012915646;0.003852359;88.70137222
-82.62080892;-69.27852276;2405.371882;0.013090237;0.00197507;88.77349869
-86.62263405;-69.23630655;2396.207624;0.028332113;0.002042131;87.87414893
-90.62445917;-69.19409033;2387.043367;0.009483509;0.003413127;89.71032241
-94.62628429;-69.15187412;2377.87911;0.009510046;0.003390728;89.60452457
-98.62810941;-69.10965791;2368.714852;0.003813148;0.004875177;89.82963411
-102.6299345;-69.06744169;2359.550595;0.013487209;0.005206034;89.64864483
-106.6317597;-69.02522548;2350.386337;0.020314667;0.005135916;89.07470491
8.700040131;-71.09705662;2543.653115;0.096573542;0.501918833;89.75705797
5.047719476;-70.89103659;2534.34623;0.003431982;0.418505654;91.54983123
1.395398821;-70.68501656;2525.039345;0.003284504;0.007685685;89.87551272
-2.256921834;-70.47899652;2515.73246;0.04180419;0.007615166;87.62821816
-5.909242489;-70.27297649;2506.425575;0.006915635;0.002043687;89.6019105
-9.561563144;-70.06695646;2497.11869;0.003636509;0.001974167;89.83956482
-13.2138838;-69.86093643;2487.811805;0.01309265;0.001996244;89.25799103
-16.86620445;-69.65491639;2478.504919;0.013030332;0.001978589;89.19810788
-20.51852511;-69.44889636;2469.198034;0.003751101;0.077498652;90.37004024
-24.17084576;-69.24287633;2459.891149;0.003749523;0.008762524;89.86186455
-27.82316642;-69.0368563;2450.584264;0.003487245;0.002341003;89.75994307
-31.47548707;-68.83083626;2441.277379;0.00370735;0.002268859;89.82324845
-35.12780773;-68.62481623;2431.970494;0.003990294;0.003219164;89.60136341
-38.78012838;-68.4187962;2422.663609;0.006490797;0.003719193;89.14127749
-42.43244904;-68.21277617;2413.356724;0.003503922;0.001889732;89.13860917
-46.08476969;-68.00675614;2404.049839;0.003579242;0.00199933;89.6249948
-49.73709035;-67.8007361;2394.742954;0.00462456;0.00192474;89.40975322
-53.389411;-67.59471607;2385.436069;0.005095631;0.003630795;89.90911323
-57.04173166;-67.38869604;2376.129184;0.00200894;0.004983371;89.9431714
-60.69405231;-67.18267601;2366.822299;0.001906878;0.004686275;89.94892343
-64.34637297;-66.97665597;2357.515414;0.002124969;0.005363062;89.96870113
-67.99869362;-66.77063594;2348.208529;0.001940574;0.00519066;89.96529395
46.84959632;-77.40751187;2545.823216;0.04420775;0.219326925;89.29728527
42.50120188;-77.65111477;2536.821431;0.056238836;0.666749737;90.46539195
38.15280744;-77.89471767;2527.819647;0.071559286;0.599161326;89.95799506
33.804413;-78.13832057;2518.817862;0.013613982;0.052056464;89.82758006
29.45601855;-78.38192347;2509.816078;0.001893322;0.00564345;89.85226735
25.10762411;-78.62552637;2500.814293;0.004740044;0.033333314;89.95661334
20.75922967;-78.86912926;2491.812509;0.057856872;0.152775917;88.00111071
16.41083523;-79.11273216;2482.810724;0.038474928;0.002037233;82.85732085
12.06244079;-79.35633506;2473.80894;0.23702778;0.161662311;83.07787312
7.714046343;-79.59993796;2464.807155;0.684451368;0.118073015;73.28413701
3.365651902;-79.84354086;2455.805371;0.070199712;0.004192157;86.17111338
-0.98274254;-80.08714376;2446.803587;0.416563076;0.02993798;75.63947716
-5.331136982;-80.33074666;2437.801802;0.019066979;0.003653032;87.79723161
-9.679531424;-80.57434956;2428.800018;0.337430388;0.036479733;74.24725685
-14.02792587;-80.81795245;2419.798233;0.222354461;0.086892915;75.58900732
-18.37632031;-81.06155535;2410.796449;0.044540061;0.026459629;83.56017013
-22.72471475;-81.30515825;2401.794664;0.015052025;0.002478707;88.95455449
-27.07310919;-81.54876115;2392.79288;0.006376491;0.002464636;88.78607454
-31.42150363;-81.79236405;2383.791095;0.005389239;0.003584046;89.72177189
-35.76989808;-82.03596695;2374.789311;0.009529171;0.003391189;89.50822806
-40.11829252;-82.27956985;2365.787526;0.005422929;0.003724652;89.83971897
-44.46668696;-82.52317275;2356.785742;0.004952711;0.003426717;89.88033979
-48.8150814;-82.76677564;2347.783958;0.001837992;0.00459701;89.94988333
-53.16347584;-83.01037854;2338.782173;0.001827576;0.004689299;89.95444427
-57.51187029;-83.25398144;2329.780389;0.001913882;0.536019543;91.37419892
-61.86026473;-83.49758434;2320.778604;0.001874947;0.677193139;91.59235991
-66.20865917;-83.74118724;2311.77682;0.001930513;0.293942917;91.02860829
-70.55705361;-83.98479014;2302.775035;0.00206519;0.677505275;91.6840496
-74.90544805;-84.22839304;2293.773251;0.002025756;0.035775135;90.0817102
-79.2538425;-84.47199594;2284.771466;0.002075199;0.466819479;91.97418104
-83.60223694;-84.71559883;2275.769682;0.001895833;0.115887553;90.30414436
-87.95063138;-84.95920173;2266.767897;0.002077772;0.637010445;92.27682179
-92.29902582;-85.20280463;2257.766113;0.020386525;0.732632407;92.21033688
-96.64742026;-85.44640753;2248.764328;0.007792267;0.032542039;89.85608929
-100.9958147;-85.69001043;2239.762544;0.002139394;0.703367871;91.73544791
-105.3442091;-85.93361333;2230.76076;0.001977746;0.019087627;89.99256256
97.57928143;-71.15486209;2539.873157;0.006806494;0.027903521;89.85801408
93.12204831;-70.89185226;2530.925314;0.046291064;0.004024601;87.35976846
88.66481518;-70.62884242;2521.97747;0.039226937;0.002451904;88.05347922
84.20758206;-70.36583258;2513.029627;0.01435752;0.002206715;89.33507609
79.75034894;-70.10282274;2504.081784;0.043804161;0.002238052;87.90440222
75.29311581;-69.8398129;2495.133941;0.024970593;0.001954075;88.78014123
70.83588269;-69.57680306;2486.186097;0.664593206;0.002233722;73.89465891
66.37864957;-69.31379322;2477.238254;0.006444562;0.179845852;90.44418023
61.92141645;-69.05078339;2468.290411;0.006545796;0.02196667;89.87260986
57.46418332;-68.78777355;2459.342568;0.003713789;0.059103354;90.11737986
53.0069502;-68.52476371;2450.394724;0.023550292;0.424639788;90.92333528
48.54971708;-68.26175387;2441.446881;0.347382606;0.79719315;86.62314585
44.09248395;-67.99874403;2432.499038;0.35628566;0.513158384;84.5401195
39.63525083;-67.73573419;2423.551195;0.03998234;0.298674653;90.30032737
35.17801771;-67.47272435;2414.603351;0.027783669;0.361920405;90.84765323
30.72078459;-67.20971451;2405.655508;0.003824201;0.004022659;89.85876978
26.26355146;-66.94670468;2396.707665;0.003562542;0.002042691;89.87101925
21.80631834;-66.68369484;2387.759822;0.00388633;0.002490444;89.83992702
17.34908522;-66.420685;2378.811978;0.003122542;0.001896147;89.82667613
12.89185209;-66.15767516;2369.864135;0.002019572;0.005219075;89.96752555
8.434618972;-65.89466532;2360.916292;0.002060139;0.005587302;89.95845966
3.977385849;-65.63165548;2351.968449;0.001989389;0.005308573;89.91169845
139.9476206;-67.86103158;2539.11398;0.344497675;0.028376271;75.51301753
135.3624111;-67.98148631;2530.227961;0.00342751;0.014666225;89.90753105
130.7772016;-68.10194105;2521.341941;0.52382013;0.002033663;71.03308951
126.1919921;-68.22239578;2512.455922;0.600691853;0.002153423;74.56036716
121.6067826;-68.34285052;2503.569902;0.701270849;0.001984943;69.68434394
117.0215731;-68.46330525;2494.683882;0.808308867;0.136849401;74.61399156
112.4363636;-68.58375999;2485.797863;0.353659357;0.399398031;84.26591797
107.8511541;-68.70421472;2476.911843;0.400659468;0.738513492;84.80021423
103.2659446;-68.82466946;2468.025824;0.057916257;0.63550073;91.02611409
98.68073515;-68.94512419;2459.139804;0.011775775;0.384543983;92.17427308
94.09552565;-69.06557893;2450.253784;0.007065882;0.472085219;91.45026945
89.51031615;-69.18603366;2441.367765;0.037799394;0.250577233;90.15318838
84.92510665;-69.3064884;2432.481745;0.006338332;0.273444456;90.94487652
80.33989715;-69.42694313;2423.595725;0.012519792;0.103668756;90.14673377
75.75468765;-69.54739786;2414.709706;0.00371624;0.00889317;89.88670161
71.16947815;-69.6678526;2405.823686;0.003893941;0.002194143;89.66902518
165.9458792;-77.56863922;2538.890044;0.01447689;0.00231149;89.49607186
161.8270908;-77.35818712;2529.780089;0.138071336;0.004113675;82.58024501
157.7083023;-77.14773501;2520.670133;0.013199293;0.001999453;89.01103054
153.5895139;-76.93728291;2511.560177;0.040427908;0.001950314;87.56653225
149.4707254;-76.7268308;2502.450222;0.372331151;0.00225792;75.24434957
145.351937;-76.5163787;2493.340266;0.379614154;0.013778933;76.44132628
141.2331485;-76.30592659;2484.230311;0.951972754;0.13858386;74.53261375
137.1143601;-76.09547449;2475.120355;0.760195789;0.087235611;71.08561628
132.9955716;-75.88502238;2466.010399;0.370879009;0.048866535;79.56191226
128.8767831;-75.67457028;2456.900444;0.041355436;0.00423341;88.16730016
124.7579947;-75.46411817;2447.790488;0.393273445;0.35251937;78.30414361
120.6392062;-75.25366607;2438.680532;0.01367001;0.011916514;89.39177301
116.5204178;-75.04321396;2429.570577;0.004242528;0.008723255;89.8393125
112.4016293;-74.83276186;2420.460621;0.012473869;0.002318647;88.81136081
108.2828409;-74.62230975;2411.350666;0.003210486;0.003882756;89.87427494
104.1640524;-74.41185765;2402.24071;0.004198605;0.003086219;89.854445
100.045264;-74.20140554;2393.130754;0.005186223;0.003838924;89.83607678
95.92647554;-73.99095344;2384.020799;0.003447649;0.002036509;89.85259034
91.80768709;-73.78050133;2374.910843;0.004736524;0.003357111;89.90315332
87.68889864;-73.57004923;2365.800887;0.00511122;0.003669379;89.89007736
83.57011019;-73.35959712;2356.690932;0.00202281;0.005180614;89.96564836
79.45132174;-73.14914502;2347.580976;0.001902342;0.004770882;89.96155804
75.33253328;-72.93869291;2338.47102;0.001839825;0.0045905;89.95699147
71.21374483;-72.72824081;2329.361065;0.001951933;0.004897754;89.96711532
67.09495638;-72.5177887;2320.251109;0.001925455;0.004831474;89.95902687
62.97616793;-72.3073366;2311.141154;0.001943199;0.00490635;89.95632746
58.85737948;-72.09688449;2302.031198;0.001902593;0.004738382;89.96665995
54.73859103;-71.88643239;2292.921242;0.00201641;0.005089909;89.94735624
50.61980258;-71.67598028;2283.811287;0.00207077;0.005056244;89.85706541
46.50101413;-71.46552818;2274.701331;0.002039879;0.004709344;89.75224333
42.38222568;-71.25507607;2265.591375;0.002036102;0.004725818;89.61748596
38.26343722;-71.04462397;2256.48142;0.001998577;0.004870977;89.83303896
34.14464877;-70.83417186;2247.371464;0.00203358;0.00510017;89.79649069
30.02586032;-70.62371976;2238.261509;0.001952994;0.004623913;89.70078323
25.90707187;-70.41326765;2229.151553;0.004188127;0.010859866;89.7263006
21.78828342;-70.20281555;2220.041597;0.00213413;0.020567383;89.93937044
17.66949497;-69.99236344;2210.931642;0.02913158;0.009885598;89.42475915
13.55070652;-69.78191134;2201.821686;0.002323805;0.005299629;89.93310155
9.431918067;-69.57145923;2192.71173;0.001859474;0.004515068;89.88175269
5.313129616;-69.36100713;2183.601775;0.002208482;0.005442781;89.89402045
1.194341165;-69.15055502;2174.491819;0.004413179;0.005333323;89.85838904
-2.924447286;-68.94010292;2165.381863;0.002189874;0.00514863;89.94741423
-7.043235737;-68.72965081;2156.271908;0.024063311;0.005565822;89.62784787
-11.16202419;-68.51919871;2147.161952;0.14589172;0.004945437;86.11871642
218.9908723;-71.77000427;2542.237475;0.033672742;0.002097271;83.53888244
214.562031;-71.46284365;2533.276949;0.003389062;0.001840004;89.68652251
210.1331897;-71.15568303;2524.316423;0.013001138;0.001911592;86.76063303
205.7043485;-70.84852241;2515.355898;0.012597219;0.001925861;88.47016173
201.2755072;-70.54136179;2506.395372;0.003343491;0.001896594;89.69974419
196.8466659;-70.23420117;2497.434847;0.003149395;0.001738628;89.65813797
192.4178246;-69.92704055;2488.474321;0.003603977;0.001944775;89.80119912
187.9889834;-69.61987993;2479.513796;0.322351035;0.002045876;76.64019492
183.5601421;-69.3127193;2470.55327;0.144233299;0.002068499;78.94870798
179.1313008;-69.00555868;2461.592745;0.008536111;0.00222763;89.36030622
